Table ID,Types
1-27720737-1,real; text; text; text; text; real; text
1-27722408-2,real; text; dense_vector; text; text; text; text; text; text
1-27723228-3,real; text; dense_vector; text; text; text; text; text; text
1-27723526-12,real; text; dense_vector; text; text; text; text; text; text
1-27723526-13,real; text; dense_vector; text; text; text; text; text; text
1-27733258-2,real; text; dense_vector; text; text; text; text; text; text
1-27733909-7,real; text; dense_vector; text; text; text; text; text; text
1-27753492-2,text; text; text; text; text; text
1-27756314-11,real; text; dense_vector; text; text; text; text; text; text
1-27756314-8,real; text; dense_vector; text; text; text; text; text; text
1-27811555-1,text; text; text; text; text; text; text; text
1-2781227-1,real; text; text; dense_vector; text; text
1-27823359-1,real; text; text; text; text; text; text
1-27882867-9,real; text; dense_vector; text; text; text; text; text; text
1-27902171-7,real; text; dense_vector; text; text; text; text; text; text
1-27987623-4,text; text; text; text; text; text
1-27988382-1,real; real; text; text; text; text; real
1-27998152-1,real; text; text; text; text; text; text; text
1-28026156-1,real; real; text; text; text; text; text; text
1-28081876-5,real; real; text; text; text; text; real; text
1-28138035-15,dense_vector; text; text; text; text
1-28138035-33,dense_vector; text; text; text; text
1-28140141-1,text; text; text; real; real; real; text
1-2818164-8,text; text; text; text; text; text; text
1-28190534-1,real; text; text; text; text; text
1-28195898-1,real; real; text; text; text; text; text; text
1-28211103-1,real; real; text; text; text; real; text; text
1-28211674-3,dense_vector; text; text; text; text; text; text
1-28286776-52,text; real; real; text; text
1-2840500-1,real; text; text; dense_vector; text; text
1-2840500-4,real; text; text; dense_vector; text; text
1-2840500-8,real; text; text; dense_vector; text; text
1-28418916-3,real; text; text; text; text; text
1-28498999-5,text; text; dense_vector; text; text; real; real; real
1-2850912-1,real; text; text; dense_vector; text; text
1-2850912-12,real; text; text; dense_vector; text; text
1-28540609-2,text; real; real; text; real; real
1-2856898-1,text; text; text; text; text
1-28652521-1,text; text; text; text; text
1-28688313-1,real; text; text; text; text; text
1-28715942-2,real; text; text; text; text; text
1-28715942-6,real; text; text; text; text; text
1-28730873-2,dense_vector; text; text; text; text
1-28760804-1,real; text; text; text; text; text; text
1-28768469-9,real; text; dense_vector; text; text; text; text; text; text
1-28846752-12,text; real; real; real; text; text; text; real
1-28884858-1,dense_vector; text; real; real; real; text
1-28884858-2,dense_vector; text; real; real; real; text
1-28891101-3,text; real; real; text; real
1-2897457-2,real; text; text; dense_vector; text; text
1-2897457-5,real; text; text; dense_vector; text; text
1-29085880-1,real; text; text; text; text; text; text
1-29102100-1,real; real; text; text; text; text; real; text
1-29127804-3,text; text; text; dense_vector; text; text; text
1-29202276-2,real; real; text; text; text; text; text; text
1-29302711-12,real; text; dense_vector; real; real; real; real
1-29414946-3,dense_vector; text; text; text; text; text; text
1-2941848-10,real; text; text; text; text; text
1-29436059-1,real; real; text; text; text; text; real
1-29483890-1,text; dense_vector; text; text; real; real
1-2950964-1,text; text; text; text; text; text; text; text
1-29527718-1,real; real; text; text; text; text
1-29535057-4,text; text; dense_vector; text; text; text; real; text; text
1-29556461-7,real; text; dense_vector; text; text; text; text; text; text
1-29612224-1,text; dense_vector; text; text; text; real; text
1-29690363-3,text; text; text; text; text; text; dense_vector
1-29743928-4,text; dense_vector; text; real; real; real; real; real
1-29756040-1,text; text; text; text; text; text
1-29803475-3,real; real; text; text; text; text; text
1-29804176-23,text; real; text; text; text; text
1-29836557-2,real; dense_vector; text; text; text
1-29997112-3,text; text; text; text; text
1-30007801-1,real; dense_vector; real; real; real; real; real; real; real
1-30012404-4,real; text; text; text; text; text; text
1-30047613-13,real; text; dense_vector; text; text; text; text; text; text
1-30058355-3,real; text; text; text; text; text; text; text
1-30083499-1,text; text; dense_vector; text; real; real; text
1-30087032-5,real; text; dense_vector; text; text; text; text; text; text
1-30120605-1,text; real; text; text; text
1-30120664-1,text; real; text; text; text
1-30121046-1,text; real; text; text; text
1-30121082-1,text; real; text; text; text
2-10017434-1,text; text; text; text; text
2-1006029-1,text; dense_vector; real; real; real; real
2-1006287-7,text; real; real; real; real; real; real
2-10072577-2,real; text; text; text; text; text; text
2-1008145-13,text; text; real; real; real; real; real; real
2-10084187-2,text; real; text; real; real
2-10098068-6,real; text; real; real; real
2-10101173-2,text; text; real; text; real
2-10102795-3,real; real; real; real; real; real; real; real; real; real; real; real; real; real; real; real
2-1010430-2,real; dense_vector; real; real; real; real
2-1014145-5,real; dense_vector; text; text; text
2-10153810-7,text; text; text; text; real; real; real
2-10166535-9,text; text; text; text; text; text; text
2-102100-5,real; real; real; real; real; text; text; real
2-10219395-1,real; text; text; text; text; text
2-10231753-1,real; text; text; text; text
2-10240125-2,text; real; real; real; real; real; real
2-10257-4,text; text; text; text; text
2-10259574-2,real; text; text; dense_vector; text
2-1027881-1,text; text; text; text; text; text; text; text
2-10285177-8,text; text; real; text; text; text
2-10292065-2,text; text; text; text; text; text
2-10298595-1,real; text; text; text; text
2-10301911-6,real; text; dense_vector; text; text; text; real
2-10319633-1,text; text; text; text; real; dense_vector
2-10321124-1,text; text; text; text; text
2-10345068-1,text; text; text; text; text; text
2-10351118-1,text; dense_vector; real; real; real; real
2-1035225-1,text; text; text; text; text
2-1035235-5,text; real; real; real; dense_vector
2-10353104-1,text; text; text; text; text
2-1035432-1,real; text; text; text; text
2-10360849-2,real; text; text; text; text; real; text
2-10361946-2,real; text; text; text; real
2-10362201-2,real; text; text; text; text; text
2-10518887-1,text; text; text; text; text; text; text; text; text; text
2-10526612-1,real; text; dense_vector; text; text
2-1053132-1,real; text; text; text; dense_vector
2-10535354-3,real; real; text; real; real; real
2-10538989-2,text; text; text; text; text
2-10541352-1,real; text; dense_vector; text; text
2-10560886-20,text; dense_vector; text; real; text
2-10560886-9,text; dense_vector; text; text; text
2-1056106-2,text; text; text; text; text; real; text
2-1057369-3,text; text; text; text; text
2-1057617-3,text; text; text; text; text; text; text; text
2-10577-3,text; text; text; text; text
2-10581768-2,text; text; dense_vector; real; text; real
2-10586064-2,text; real; real; text; real; text; text
2-10600299-2,text; dense_vector; real; text; real; text
2-10607482-1,text; real; text; text; real; text
2-1060790-3,text; text; text; text; text; text; text; text; text; text; text; text; text; text; text; text; text
2-10637415-4,text; real; real; real; real; real; real
2-10638654-10,real; text; dense_vector; text; text
2-10638654-2,real; text; dense_vector; text; text; text; real
2-10638654-5,real; text; dense_vector; text; text; text; real
2-10638654-9,real; text; dense_vector; text; text
2-10640687-11,dense_vector; text; text; text; text; real; text
2-10640687-17,dense_vector; text; text; text; text; real; text
2-1064198-2,text; text; real; real; real
2-10644188-4,real; real; text; text; text
2-10647310-1,real; text; dense_vector; real; real
2-10649389-3,real; dense_vector; real; real; real; real
2-10649583-2,real; text; text; text; real
2-10650539-2,real; text; text; text; real
2-10650887-1,real; text; text; text; real
2-10650887-2,real; text; text; text; real
2-10651649-2,real; text; text; text; real
2-10651758-1,real; text; text; text; real
2-106539-7,dense_vector; real; text; text; text; text; text; text
2-10661133-1,text; real; real; real; real; real; real; real
2-10663439-1,text; text; text; text; text
2-10672413-2,real; text; text; text; text
2-10674121-1,text; real; text; real; real; text
2-10689762-6,text; real; text; text; text; text; text; text; text
2-10701045-10,dense_vector; text; text; text; text; real; text
2-10701045-4,dense_vector; text; text; text; text; real; text
2-10701045-5,dense_vector; text; text; text; text; real; text
2-10701045-8,dense_vector; text; text; text; text; real; text
2-10712301-4,text; text; text; text; text
2-10717762-1,text; real; real; real; real; real; real
2-1071782-3,text; text; text; text; real; real
2-10719633-1,real; text; text; text; text; text
2-10724559-5,real; text; text; text; real
2-1074011-3,text; text; text; real; real
2-1074616-8,text; text; text; text; text; text; text
2-10746200-12,dense_vector; text; text; text; text; real; text
2-1074629-9,text; text; text; text; text; text
2-10746808-14,dense_vector; text; text; text; text; real; text
2-10747009-11,dense_vector; text; text; text; text; real; text
2-10747009-3,dense_vector; text; text; text; text; real; text
2-10747009-6,dense_vector; text; text; text; text; real; text
2-10747009-7,dense_vector; text; text; text; text; real; text
2-10747104-2,text; real; text; text; real
2-10749367-1,text; text; real; real; real; text
2-10749367-3,text; text; text; text; text
2-1075064-2,text; text; text; text; text
2-10750694-10,dense_vector; text; text; text; text; real; text
2-10750694-6,dense_vector; text; text; text; text; real; text
2-10760098-2,text; text; dense_vector; text; text; text
2-107642-1,text; text; text; text; text
2-10766119-5,dense_vector; text; text; text; text; real; text
2-10767118-18,dense_vector; text; text; text; text; real; text
2-10767641-10,dense_vector; text; text; text; text; real; text
2-10767641-13,dense_vector; text; text; text; text; real; text
2-10767641-6,dense_vector; text; text; text; text; real; text
2-10775038-11,dense_vector; text; text; text; text; real; text
2-10775038-5,dense_vector; text; text; text; text; real; text
2-10775890-17,dense_vector; text; text; text; text; real; text
2-10776330-1,dense_vector; text; text; text; text; real; text
2-10776330-10,dense_vector; text; text; text; text; real; text
2-10776330-8,dense_vector; text; text; text; text; real; text
2-10776868-17,dense_vector; text; text; text; text; real; text
2-10776868-2,dense_vector; text; text; text; text; real; text
2-10776868-5,dense_vector; text; text; text; text; real; text
2-1077708-2,text; real; text; text; text
2-10780927-1,text; real; text; real; real; text
2-10786264-2,text; text; text; text; real; text; dense_vector
2-10789881-12,dense_vector; text; text; text; text; real; text
2-10789881-13,dense_vector; text; text; text; text; real; text
2-10790099-18,dense_vector; text; text; text; text; real; text
2-10790099-2,dense_vector; text; text; text; text; real; text
2-10790397-5,dense_vector; text; text; text; text; real; text
2-10790510-17,dense_vector; text; text; text; text; real; text
2-10790510-2,dense_vector; text; text; text; text; real; text
2-10790804-10,dense_vector; text; text; text; text; real; text
2-10801190-1,text; text; text; text; text
2-1080294-2,text; text; text; text; text
2-10806194-12,dense_vector; text; text; text; text; real; text
2-10806194-17,dense_vector; text; text; text; text; real; text
2-10806592-18,dense_vector; text; text; text; text; real; text
2-10806592-5,dense_vector; text; text; text; text; real; text
2-10806592-7,dense_vector; text; text; text; text; real; text
2-10806852-18,dense_vector; text; text; text; text; real; text
2-10807990-1,dense_vector; text; text; text; text; real; text
2-10808089-10,dense_vector; text; text; text; text; real; text
2-10808089-6,dense_vector; text; text; text; text; real; text
2-10808089-7,dense_vector; text; text; text; text; real; text
2-1080823-1,text; real; text; text; text
2-10808346-10,dense_vector; text; text; text; text; real; text
2-10808346-16,dense_vector; text; text; text; text; real; text
2-10808681-16,dense_vector; text; text; text; text; real; text
2-10808681-17,dense_vector; text; text; text; text; real; text
2-10808681-8,dense_vector; text; text; text; text; real; text
2-10808933-4,dense_vector; text; text; text; text; real; text
2-10809142-16,dense_vector; text; text; text; text; real; text
2-10809142-17,dense_vector; text; text; text; text; real; text
2-10809142-8,dense_vector; text; text; text; text; real; text
2-10809157-11,dense_vector; text; text; text; text; real; text
2-10809157-18,dense_vector; text; text; text; text; real; text
2-10809157-9,dense_vector; text; text; text; text; real; text
2-10809271-2,dense_vector; text; text; text; text; real; text
2-10809271-5,dense_vector; text; text; text; text; real; text
2-10809271-9,dense_vector; text; text; text; text; real; text
2-10809351-10,dense_vector; text; text; text; text; real; text
2-10809368-9,dense_vector; text; text; text; text; real; text
2-10809444-12,dense_vector; text; text; text; text; real; text
2-10809444-17,dense_vector; text; text; text; text; real; text
2-10809444-3,dense_vector; text; text; text; text; real; text
2-10809444-7,dense_vector; text; text; text; text; real; text
2-10809529-17,dense_vector; text; text; text; text; real; text
2-10809529-18,dense_vector; text; text; text; text; real; text
2-10809529-4,dense_vector; text; text; text; text; real; text
2-10809529-7,dense_vector; text; text; text; text; real; text
2-10809823-12,dense_vector; text; text; text; text; real; text
2-10809823-22,dense_vector; text; text; text; text; real; text
2-10809823-3,dense_vector; text; text; text; text; real; text
2-10809823-5,dense_vector; text; text; text; text; real; text
2-10812293-8,real; text; dense_vector; text; text; text; text; text; text
2-10813310-8,text; text; text; text; text; text; text
2-10814429-3,text; real; real; text; text
2-10814483-2,text; text; real; real; text
2-10814483-4,dense_vector; real; real; real; real; real; real
2-10815352-3,text; text; text; text; real
2-10821192-3,text; text; real; text; text; dense_vector; text; text
2-10823048-3,text; dense_vector; real; text; real; real
2-10823950-10,dense_vector; text; text; text; text; real; text
2-10823950-16,dense_vector; text; text; text; text; real; text
2-10824095-2,dense_vector; text; text; text; text; real; text
2-10824095-8,dense_vector; text; text; text; text; real; text
2-10826385-17,dense_vector; text; text; text; text; real; text
2-10826385-2,dense_vector; text; text; text; text; real; text
2-10831471-35,text; text; real; real; real
2-10834670-1,text; text; text; text; text; text; text; text
2-10834723-1,text; text; text; text; text; text; text
2-1083851-1,dense_vector; text; text; real; text
2-10856203-2,text; text; text; text; text; text
2-1085958-1,text; text; text; text; text
2-10869537-10,dense_vector; text; text; text; text; real; text
2-10869646-18,dense_vector; text; text; text; text; real; text
2-10883333-18,dense_vector; text; text; text; text; real; text
2-10887379-18,dense_vector; text; text; text; text; real; text
2-10887379-6,dense_vector; text; text; text; text; real; text
2-10887379-7,dense_vector; text; text; text; text; real; text
2-10887680-5,dense_vector; text; text; text; text; real; text
2-10890692-1,text; real; text; text; text; text; text
2-1089531-2,text; text; text; text; text
2-1090916-2,text; text; text; dense_vector; text
2-10926568-3,real; real; text; text; text
2-10932739-3,real; real; text; text; real; real; real
2-10936143-1,text; text; text; text; text
2-10944289-5,text; dense_vector; text; text; text
2-10961088-1,text; dense_vector; text; text; text; text
2-10961674-3,text; text; real; real; real; real
2-10966872-4,text; text; text; text; text
2-10966872-6,text; text; text; real; text
2-10970703-1,text; real; real; real; real
2-10970776-3,real; dense_vector; real; real; real; real
2-1097158-4,text; text; text; text; text
2-10975034-4,real; dense_vector; text; text; text
2-10983884-1,real; text; text; text; text; text
2-10996155-1,real; text; text; text; text
2-10996789-2,real; text; text; text; text
2-11002152-2,text; text; text; text; text; text
2-11025881-4,real; text; dense_vector; real; real
2-11027134-1,text; text; text; text; text; text; text
2-11035100-2,text; text; text; text; text
2-11036258-12,text; dense_vector; real; real; real; real
2-1104515-3,text; text; text; text; text; text; text; text; text; text
2-11045442-1,text; real; text; real; real; text
2-11051840-4,text; text; text; text; text
2-11054706-1,real; text; text; text; text
2-1105741-2,real; dense_vector; text; text; text; real
2-1106979-2,text; text; text; text; text; text; text; text; text; text
2-11083364-2,text; text; text; text; text
2-1108995-1,real; text; text; text; text; text
2-11095811-60,dense_vector; text; text; text; text
2-11097691-3,real; text; text; text; text; real
2-11099297-1,text; text; text; text; text; text; text
2-11099297-3,text; text; text; text; text; text
2-11100973-1,text; real; real; real; text
2-11100973-6,real; text; text; real; text; text
2-11115098-8,text; text; text; text; text; real
2-1111600-6,text; text; real; text; text; text
2-11128658-1,real; text; real; real; real; real; real; real; real; real
2-11129123-1,text; dense_vector; text; text; text; text; real
2-11129881-1,text; text; text; real; real; real; text
2-11134411-1,text; text; text; text; dense_vector; text
2-11139440-4,real; real; text; text; dense_vector; text; text
2-1115666-3,text; real; text; real; text; real
2-11156722-2,real; text; text; text; real; real; text; real
2-11159500-2,real; text; text; text; real
2-11164956-2,dense_vector; real; real; real; real; real; real
2-11169688-2,real; text; dense_vector; text; text; text
2-11172469-1,real; text; text; text; real
2-11172615-1,real; text; text; text; real
2-11173586-1,real; text; text; text; real
2-11180211-2,dense_vector; text; text; text; text
2-11181866-3,text; text; real; real; real; real; real
2-11185807-1,text; text; text; real; real; text
2-11190568-2,text; dense_vector; text; text; text
2-11190694-12,text; text; text; text; text
2-11193852-2,text; text; text; text; real; text; dense_vector
2-11204543-20,text; text; text; text; text
2-11206371-5,text; text; text; text; text; real; text; text; text; text
2-11206408-2,dense_vector; text; text; text; text
2-11207040-6,dense_vector; text; text; text; text; text
2-1121500-1,real; text; text; text; text
2-11218948-1,real; text; text; real; real; text; real
2-11218948-13,real; text; text; real; real; text; real
2-11218948-14,real; text; text; real; real; text; text; real
2-1122042-2,text; text; real; text; real
2-1122066-2,text; text; real; text; real
2-11220799-6,text; real; real; text; real; text
2-1122083-1,text; text; real; text; real
2-1122164-1,text; text; real; text; real
2-1122214-1,text; text; real; text; real
2-1122227-1,text; text; real; text; real
2-1122310-1,text; text; real; text; real
2-1122325-1,text; text; real; text; real
2-1122375-1,text; text; real; text; real
2-1122380-2,text; text; real; text; real
2-1122388-1,text; text; real; text; real
2-1122403-2,text; text; real; text; real
2-1122477-1,text; text; real; text; real
2-1122496-1,text; text; real; text; real
2-1122542-1,text; text; real; text; real
2-1122569-1,text; text; real; text; real
2-11225820-7,text; dense_vector; real; real; real; real
2-1122585-2,text; text; real; text; real
2-1122592-1,text; text; real; text; real
2-1122672-1,text; text; real; text; real
2-1122868-2,text; text; real; text; real
2-1122965-1,text; text; real; text; real
2-1122968-1,text; text; real; text; real
2-1123234-2,text; text; text; text; text
2-1123243-2,text; text; text; text; text
2-1123247-2,text; text; real; text; real
2-1123297-2,text; text; real; text; real
2-11233358-3,text; text; real; real; real
2-1123342-1,text; text; real; text; real
2-11233454-2,real; text; text; text; text
2-1123351-2,text; text; real; text; real
2-1123405-2,text; text; real; text; real
2-1123406-2,text; text; real; text; real
2-1123438-2,text; text; real; text; real
2-1123478-2,text; text; real; text; real
2-11235334-2,text; text; text; text; text
2-11241317-2,text; dense_vector; text; real; text
2-11250269-2,real; text; text; text; text; text
2-11251638-1,real; text; text; text; text; real
2-1125764-1,text; text; text; text; text
2-1126516-1,text; dense_vector; text; text; text
2-1126627-1,text; text; text; text; text; text; text; text
2-1126723-3,text; real; real; dense_vector; text; real; text; real
2-11267418-1,real; text; text; text; text; text
2-11274401-3,text; text; text; text; text; text; real; text
2-11279593-3,text; real; real; real; real
2-11280842-4,text; text; text; dense_vector; text; text
2-1129727-3,real; text; text; text; text; text
2-11303072-8,text; text; text; dense_vector; text
2-11303154-2,text; text; text; text; dense_vector
2-113080-1,text; real; text; text; text; text
2-11309475-1,text; real; real; text; text
2-11309601-1,real; real; text; text; text
2-11311764-9,real; text; text; dense_vector; text; text
2-1131186-2,text; text; text; text; text; text; text; dense_vector
2-11318956-17,real; dense_vector; text; text; real
2-1132100-2,text; text; real; text; text
2-1132588-1,text; text; text; text; text; text; text
2-1133821-1,real; real; text; text; text; text
2-11338646-2,real; text; text; text; text
2-11338646-3,text; real; real; real; real; real
2-11339545-2,text; text; real; real; text
2-11356674-6,real; dense_vector; real; real; real; real
2-11358287-7,real; dense_vector; real; real; real; real
2-11362608-2,real; text; text; dense_vector; real; text
2-11365848-3,text; text; text; dense_vector; text
2-1137702-3,real; text; text; text; text; text; text
2-1137707-2,real; text; text; dense_vector; text; text; text; text; text
2-11385308-1,text; text; real; text; real
2-11396195-1,text; dense_vector; text; text; text
2-11397060-1,text; real; text; text; text
2-1140074-1,text; text; text; text; text; text; text
2-1140077-1,text; text; text; text; text; text
2-1140085-2,text; text; dense_vector; text; text; text; text; text
2-1140088-1,text; text; text; text; text; text; text; text; text
2-1140096-6,text; text; text; text; text; text
2-1140104-1,text; text; text; text; text; text; text; text; text
2-1140106-6,text; text; text; text; text; text
2-1140117-5,text; text; text; text; text; text
2-11404731-1,real; real; text; text; dense_vector
2-11404731-2,real; text; text; text; text; text
2-11437463-1,real; text; text; real; real
2-11437560-1,real; text; text; text; text
2-11441028-1,real; text; text; text; text
2-11442751-2,text; text; text; text; text; text; text; text
2-11444297-1,real; text; text; text; text
2-11449590-1,real; text; text; text; text
2-11452373-2,text; text; text; text; text
2-1145778-3,real; text; real; real; dense_vector
2-1145970-4,real; text; text; real; real
2-11469488-1,real; text; text; text; text
2-11482079-13,text; text; text; dense_vector; real; real
2-11482079-20,text; text; real; dense_vector; real; real
2-11485403-7,text; text; text; text; text
2-11499758-2,text; text; text; text; text; real; text; dense_vector
2-11512165-6,text; text; text; text; real; text
2-11512596-3,text; text; text; text; real; text
2-11512776-6,text; text; text; text; real; text
2-11512983-4,text; text; text; text; text; text
2-11513685-2,text; text; text; text; real; text
2-11513685-3,text; text; text; text; text
2-11513998-2,text; text; text; text; real; text
2-11522060-8,text; text; text; text; text; text; text
2-11527159-2,text; dense_vector; text; text; text
2-1154952-1,text; text; text; real; text; text
2-11554565-3,text; text; text; text; text
2-11561331-41,text; text; text; text; text
2-11563671-1,text; real; real; real; real
2-11565999-2,real; text; text; text; text; text
2-11565999-3,real; text; text; text; text; text
2-11570261-11,text; text; text; text; text
2-11570261-2,real; text; text; text; text
2-11590808-1,text; real; real; real; text
2-11602313-1,text; text; text; text; text; text; text; text; text; text
2-11621799-4,real; text; dense_vector; real; real
2-11621943-4,real; text; dense_vector; real; real
2-11622318-1,text; text; dense_vector; real; text; text; real
2-11622632-10,text; text; text; text; text; real; text
2-11628153-1,text; text; text; text; text; text
2-11628153-8,text; text; real; real; real; real
2-11633481-6,text; text; text; text; text; text; text
2-11636840-5,text; text; real; text; real
2-11636955-11,real; real; text; dense_vector; real; real
2-11636955-13,real; real; text; dense_vector; real; real
2-11636955-32,real; real; text; dense_vector; real; real
2-11636955-35,real; real; text; dense_vector; real; real
2-11636955-42,real; real; text; dense_vector; real
2-1164217-7,dense_vector; text; text; text; text; real; text
2-11643141-2,text; text; text; text; text
2-11649123-1,text; text; text; text; text; text
2-1165235-1,text; text; text; real; real
2-11662785-5,text; dense_vector; text; text; text
2-11677691-12,text; text; text; text; text
2-11677691-2,text; text; text; text; text
2-11677691-3,text; text; text; text; text
2-11677694-6,real; text; text; real; real; text
2-11677760-25,text; text; text; text; text; text
2-11680175-1,real; real; real; real; real; real; real; real
2-11681226-1,text; text; dense_vector; real; text; text
2-11691212-4,real; text; text; text; text; text; text; text
2-1169552-11,text; text; text; text; text; text; text; text; text
2-1169552-9,text; text; text; text; text; text; text; text; text
2-1169568-7,text; text; real; text; text
2-11696343-4,text; text; text; text; text; text; text
2-117162-1,text; text; text; text; text
2-11736225-1,real; dense_vector; real; real; real; real
2-117452-2,text; text; text; text; text
2-11748792-1,text; text; text; text; text
2-11750790-1,dense_vector; real; real; real; real; real; real
2-11753080-2,text; text; text; real; real; text; text; text
2-11756731-6,text; text; text; text; text; real; text
2-1176162-1,text; text; text; text; text; text; text
2-1176486-3,text; real; dense_vector; text; text; text
2-11766617-15,real; text; text; dense_vector; text
2-11771022-3,text; text; text; text; text; real; text
2-11772511-8,text; text; text; text; text; real; text
2-11773923-15,text; text; real; real; text
2-11775918-15,real; text; text; dense_vector; text
2-11775918-5,text; text; text; text; text; real; text
2-1177737-1,text; text; text; text; text
2-1178059-1,text; text; text; text; text; text; text; text
2-11783640-12,text; real; real; real; real; real
2-11783766-16,text; text; text; real; text
2-11783766-21,text; text; text; real; text
2-11783766-23,text; text; text; real; text
2-11783842-5,text; real; real; real; real; real
2-11784911-12,text; real; real; real; real
2-11786147-5,text; text; text; text; text; real; text
2-11786815-23,real; text; text; dense_vector; text
2-11786815-8,text; text; text; text; text; real; text
2-11786940-3,real; text; text; text; text
2-11790848-1,text; text; text; text; text; text
2-11791040-1,dense_vector; real; real; real; real; real; real
2-11792210-13,real; text; text; dense_vector; text
2-11796827-1,text; text; text; dense_vector; real
2-11801035-5,text; text; text; text; text; real; text
2-11801035-6,text; text; text; text; text; real; text
2-11801035-7,text; text; text; text; text; real; text
2-11801649-17,real; text; text; dense_vector; text
2-11803299-2,text; text; text; text; real; text; dense_vector
2-1180375-4,text; text; text; text; text
2-11821711-8,text; text; text; text; text; real; text
2-11821711-9,text; text; text; text; text; real; text
2-11823251-12,text; text; text; text; text; text; text; text
2-11829563-11,real; text; text; text; text
2-11846-1,text; text; text; text; real
2-11847348-2,text; text; text; text; text
2-11855541-2,real; text; text; text; real
2-11859949-3,real; real; text; real; real; real
2-11866-3,real; text; text; real; text
2-11866-4,real; text; text; real; text
2-11870934-3,text; text; text; text; text; real; text
2-11880375-2,text; text; dense_vector; text; text; text
2-11883489-3,text; dense_vector; real; text; real; real
2-11902366-7,text; text; text; text; text; real; text
2-11902503-7,real; real; text; text; text; text
2-11902503-8,real; real; text; text; text; text
2-11902580-6,text; text; text; text; text; real; text
2-11903796-2,real; text; text; text; text; text; real
2-11908801-1,text; text; text; text; text
2-11916083-6,real; text; text; real; text
2-1192553-1,real; text; text; text; text
2-11926114-4,text; real; text; real; text; text
2-11939305-3,text; text; text; text; real
2-11941480-1,text; real; text; real; real; text; real
2-11945981-2,text; text; text; text; text; text
2-11948857-1,real; text; text; text; real
2-11950720-7,text; text; text; text; dense_vector
2-11950851-1,text; text; text; text; text
2-11951237-1,real; text; text; text; real
2-11957555-1,text; real; text; real; text
2-11960407-2,real; text; dense_vector; text; text; text; text; text; text
2-11960407-6,real; text; dense_vector; text; text; text; text; text; text
2-11961701-5,text; text; text; text; text; real; text
2-11962021-7,text; text; text; text; text; real; text
2-11963601-5,text; text; text; text; text; real; text
2-11965481-11,real; text; dense_vector; text; text; text; text; text; text
2-11965574-6,text; dense_vector; text; text; text; text; text; text
2-11965631-5,text; text; text; text; text; real; text
2-11965648-5,text; text; text; text; text
2-11972799-3,real; text; dense_vector; text; text
2-11976532-1,real; text; text; text; text
2-1198472-1,text; dense_vector; text; text; text
2-11992731-1,text; real; dense_vector; real; text; text
2-11999396-1,real; text; dense_vector; text; text; text
2-12002754-1,text; real; real; real; real
2-12005739-2,text; dense_vector; real; real; real
2-12015554-5,text; text; text; text; text
2-12017602-23,text; text; text; text; text; text; real
2-1201864-1,text; real; text; text; text
2-12019734-6,text; text; text; text; text
2-12020324-1,text; text; text; text; text
2-12030247-9,text; text; text; text; text; text
2-12032893-1,text; text; text; real; text; text; text
2-1204658-2,dense_vector; text; text; text; text; text
2-1204876-1,text; dense_vector; text; text; text
2-12064199-1,text; real; real; real; real
2-12072778-2,text; text; text; text; text
2-12076689-4,text; text; text; text; text; text
2-12085547-2,text; text; dense_vector; text; text; text
2-12093571-1,text; dense_vector; text; text; real; real
2-12097215-2,real; text; real; text; real; real; real; real; real; real
2-12100771-1,text; text; text; text; text; text
2-12113888-1,real; text; text; text; text; text
2-12123085-2,real; text; dense_vector; text; real
2-12125069-2,text; dense_vector; text; text; text; real; text
2-12127130-6,text; text; text; real; dense_vector
2-1213511-1,text; text; text; dense_vector; text; text
2-12146269-11,text; text; text; text; text; real; real
2-1214638-4,text; text; text; text; text
2-12146637-3,real; text; text; real; real; real; real; text
2-12147985-5,text; real; real; real; real; real; real
2-12151801-1,real; text; text; text; text; text
2-12152327-6,text; text; text; dense_vector; text
2-12152481-1,text; text; text; text; text; text
2-12161422-14,text; text; text; text; text
2-12163879-1,real; text; text; text; text; text
2-12164403-1,text; text; text; text; text; text
2-12164707-1,real; text; text; text; text; text
2-1216675-1,real; text; text; text; text
2-12169884-1,text; text; real; text; text
2-1217448-1,text; text; text; text; text
2-1217874-1,real; text; dense_vector; text; real
2-12181447-8,text; text; text; text; text
2-12205559-4,text; text; text; text; real; text
2-12205559-8,text; text; text; text; real; text
2-12206127-6,text; text; text; text; real; text
2-12206234-3,text; text; text; text; real; text
2-12206243-8,text; text; text; text; text
2-12206344-6,text; text; text; text; real; text
2-12206431-1,text; text; text; text; real; text
2-12206431-2,text; text; text; text; text; text
2-12206491-7,text; text; text; text; text
2-12206491-9,text; text; text; text; real; text
2-12206617-2,text; text; text; text; real; text
2-12206689-3,text; text; text; text; text; text
2-12207149-6,text; text; text; text; real; text
2-12207430-4,text; text; text; text; real; text
2-12207430-6,text; text; text; text; real; text
2-12207449-7,text; text; text; text; text
2-12207528-3,text; text; text; text; text
2-12207553-2,text; text; text; text; text; text
2-12207553-4,text; text; text; text; real; text
2-12207717-2,text; text; text; text; text; text
2-12207717-7,text; text; text; text; text
2-12207900-3,text; text; text; text; text
2-12208112-7,text; text; text; text; real; text
2-12212087-2,text; text; text; text; real; text
2-12214488-2,text; text; text; text; real; real
2-12218968-1,real; text; text; text; text; text
2-12230393-9,text; text; text; text; text; text
2-12230730-5,text; text; text; text; text
2-12233108-1,text; text; text; text; text; text
2-1224089-1,text; real; real; real; text
