Table ID,Headers
1-23248910-11,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Series
1-23274514-6,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-23274514-8,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-23281862-6,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-23284271-8,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-23284271-9,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-23285761-8,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-23285805-4,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-23286112-6,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-23286112-7,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-23286112-8,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-23286223-5,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-23286223-8,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-23292220-8,Episode; First broadcast; Seans team; Jasons team; Scores
1-23346303-3,Date; Opponent; Location; Irish Points; Opp. Points; Record
1-233830-1,Horizontal order; Height order; Soundfield type; Number of channels; Channels
1-23399481-4,Series #; Season #; Title; Directed by; Written by; Original air date; U.S. viewers (in millions)
1-23465011-5,Average Ranking; Competitive Finish; Couple; Number Of Dances; Total Score; Average
1-23486853-5,Game; Date; Opponent; Score; Location; Attendance; Record; Points
1-23486853-7,Game; Date; Opponent; Score; Location; Attendance; Record; Points
1-23499946-1,No. in series; Title; Directed by; Written by; Original air date; U.S. viewers (in millions)
1-23501776-16,Seed; Rank; Player; Points; Points defending; Points won; New points; Status
1-2351952-1,Order number; Build date; Serial numbers; Country; Railroad; Numbers; Quantity
1-23546266-1,No.; Executed person; Date of execution; Method; Victim(s); Under Governor
1-23662272-4,Rank by average; Place; Couple; Number Of Dances; Total Points Earned; Average
1-23670057-6,No; Player; Height (m); Height (f); Position; Year born; Current Club
1-23799653-1,No. in Series; No. in Season; Title; Directed by; Written by; Original air date; U.S. viewers (millions)
1-2387461-1,Tournament; Games played; Points per game; Rebounds per game; Assists per game
1-2387790-2,Year; Starts; Wins; Top 5; Top 10; Poles; Avg. Start; Avg. Finish; Winnings; Position; Team(s)
1-23916462-3,Week; Date; Opponent; Location; Final Score; Attendance; Record
1-23938357-5,Rank; WS Points; Name; Country; 08-09 I/O best; 08-09 GP/JGP best; 08-09 GP/JGP 2nd; 08-09 OI best; 08-09 OI 2nd; 07-08 I/O best; 07-08 GP/JGP best; 07-08 GP/JGP 2nd; 07-08 OI best; 07-08 OI 2nd
1-23958917-1,Name; Location; Act. Units; Stacks; In Service Dates; Unit Capacity (2009); Nameplate Capacity (2009 MW ); Owner Type; Owner(s) (2009)
1-2401326-1,County; Kerry%; Kerry#; Bush%; Bush#; Others%; Others#
1-24018112-1,Code name; Brand name; Model (list); Frequency; Cores/Threads; Max Memory Speed
1-24059973-3,"World record; Denis Nizhegorodov ( RUS ); 3:34:14; Cheboksary , Russia; 11 May 2008"
1-24162080-3,Team; Outgoing manager; Manner of departure; Date of vacancy; Position in table; Replaced by; Date of appointment
1-24172157-3,Team; Outgoing manager; Manner of departure; Date of vacancy; Table; Incoming manager; Date of appointment
1-2417741-1,Year; Tournament; Winner; Margin of victory; Winners share ( $ ); Par; Course length
1-24195232-1,Institution; Location; Team Name; Founded; Affiliation; Enrollment; Year Joined
1-24222929-3,Episode number Production number; Title; Original airdate; Rating/Share in Households; 18–49 Rating Live+SD / Live+7; Share; Live+SD Total viewers; Live+7 Day DVR Total viewers
1-24225238-1,Year; Oscars; Noms; Wins; Film; Leading Actor; Leading Actress; Supporting Actor; Supporting Actress
1-24291077-4,WEEK; Sydney; Melbourne; Brisbane; Adelaide; Perth; TOTAL; WEEKLY RANK
1-24291077-8,WEEK; Sydney; Melbourne; Brisbane; Adelaide; Perth; TOTAL; NIGHTLY RANK
1-24319661-3,No. in series; No. in season; Title; Directed by; Written by; U.S. viewers (million); Original air date
1-24334261-1,Team; City; Stadium; Capacity; Founded; Folded; History
1-24399615-3,Episode no.; Airdate; Viewers; BBC Three weekly ranking; Cable rank
1-24463470-1,Circuit; Difficulty; Turns; Direction; Setting; Conditions; Unlock Order; Unlocks; Unlocked by
1-24491017-1,Season; Series; Team; Races; Wins; Poles; F/Laps; Podiums; Points; Position
1-2454589-1,Club; Home city; Stadium; First season in the Serie A; First season in current spell; Last title
1-24565004-15,Name; Position; Period; Appearances¹; Goals¹; Nationality²
1-245695-2,Season; MLS Regular Season; MLS Cup Playoffs; Lamar Hunt U.S. Open Cup; CONCACAF Champions Cup / CONCACAF Champions League
1-24639086-3,Series #; Season #; Episode; Directed by; Written by; Original air date; Viewers (in millions)
1-24747844-2,Player; Starts; Cuts made; Best finish; Money list rank; Earnings ($)
1-24775967-1,Season; Celebrity; Notability/Profession; Professional partner; Finish
1-24901152-2,Outcome; Year; Championship; Surface; Partner; Opponents; Score
1-24937583-1,Name; Nation; Seasons; Championship titles; Races (Starts); Poles; Wins; Podiums; Fastest Laps; Points (Dropped points)
1-2500440-1,Name; Municipal district; Population (2011); Population (2006); Change (%); Land area (km²); Population density (per km 2 )
1-25005714-3,Model; Launch; Model Number; Code name; Fab ( nm ); Bus interface; Memory ( MiB ); Core clock ( MHz ); Memory clock ( MHz ); Config core 1; Pixel ( GP /s); Texture ( GT /s); Bandwidth ( GB /s); Bus type; Bus width ( bit ); DirectX; OpenGL; Processing Power GFLOPs; TDP (Watts)GPU only; Features
1-25037577-1,Year; Superintendent; Middlesex Principal; Gorham Principal; Middle School Principal; High School Principal
1-25055040-22,Stage; Winner; General Classification; Youth Classification; Mountains Classification; Sprint Classification; Most Courageous; Team Classification
1-2506300-1,Year; Starts; Wins; Top 5; Top 10; Poles; Avg. Start; Avg. Finish; Winnings; Position; Team(s)
1-2508175-1,"Country; Annual CO2 emissions (in thousands of metric tons); GDP (current, in billions of US dollars); GDP per Emissions (in US dollars per ton); GDP (PPP, in billions of current international dollars); PPP GDP per Emissions (in international dollars per ton)"
1-2508633-5,Pick #; NFL Team; Player; Position; College
1-2511876-1,Year; Division; League; Reg. Season; Playoffs; Open Cup
1-25146455-1,Position; Driver; Points; Winnings; Series
1-25173505-13,Character; English version; Laserdisc edition; Buena Vista edition; Special edition
1-25214321-1,Season; Winner; Runner-Up; Third Place; Contestants
1-2523809-1,Branding; Callsign; Channel; Power (kW); Coverage
1-25244412-1,Rank; Rank w/o Hydropower; State; % Renewable; % Renewable w/o Hydro; Renewable electricity (GW•h); Renewable electricity w/o Hydro (GW•h); Total electricity (GW•h)
1-25252080-3,June 10-11; March 27-29; January 15-16; November 3; August 21-22
1-25276250-3,Driver Unit Model No.; Release Year; Output Voltage (RMS); Inputs; Outputs; Notes
1-2528382-5,Song; Singer; Co-Singers; Music Director; Lyricist; Co-Stars; Movie/Album; Year; Additional Info
1-25356350-2,Series #; Title; Directed by; Written by; Original air date; Viewers (in millions)
1-25401874-1,Number; Name; Games Played; Games Started; Goals; Assists; Points; Shots
1-254776-1,Institution; Location; Founded; Type; Enrollment; Joined; Nickname; US News Ranking 2014 for Liberal Arts; Football?
1-25548630-1,Season; Series; Team; Races; Wins; Poles; F.L.; Podiums; Points; Position
1-255812-1,City / Municipality; No. of s Barangay; District; Area (km²); Population (2010); Income class (2007); ZIP code; Mayor
1-25595107-2,Position; Sail number; Yacht; State/country; Yacht type; LOA (Metres); Skipper; Corrected time d:hh:mm:ss
1-25604014-9,No. in series; No. in season; Title; Directed by; Written by; Original air date; Production code
1-2562572-11,Settlement; Cyrillic Name Other Names; Type; Population (2011); Largest ethnic group (2002); Dominant religion (2002)
1-2562572-26,Settlement; Cyrillic Name Other Names; Type; Population (2011); Largest ethnic group (2002); Dominant religion (2002)
1-2562572-30,Settlement; Cyrillic Name Other Names; Type; Population (2011); Largest ethnic group (2002); Dominant religion (2002)
1-2562572-39,Settlement; Cyrillic Name Other Names; Type; Population (2011); Largest ethnic group (2002); Dominant religion (2002)
1-2562572-41,Settlement; Cyrillic Name Other Names; Type; Population (2011); Largest ethnic group (2002); Dominant religion (2002)
1-256286-18,meas. num; passed; YES votes; NO votes; % YES; Const. Amd.?; type; description
1-256286-20,meas. num; passed; YES votes; NO votes; % YES; Const. Amd.?; type; description
1-25646820-2,Player; Touchdowns; Extra points; Field goals; Points
1-25662434-1,No. in season; No. in series; Title; Canadian airdate; US airdate; Production code
1-25740548-4,Series #; Season #; Title; Directed by; Written by; Original air date; Production code; U.S. viewers (million)
1-25750635-2,Season no.; Series no.; Title; Directed by; Written by; Original air date; Production code
1-25762852-1,Name; Nearest city; Skiable area (acres); Top elevation (feet); Base elevation (feet); Vertical (feet); Runs; Lifts; Snowfall (in/year)
1-25794532-1,Season; Series; Team; Car No.; Races; Poles; Wins; FLaps; Points; Position
1-2581397-3,Result; Date; Race; Venue; Group; Distance; Weight (kg); Jockey; Winner/2nd
1-25818630-1,Constituency; Candidate; Affiliation; Result - votes; Result - %; Loss/gain
1-25818630-2,Constituency; Candidate; Affiliation; Votes -cast; Result - %; Loss/gain
1-25933764-1,Locale; Skip; W; L; PF; PA; Ends Won; Ends Lost; Blank Ends; Stolen Ends; Shot Pct.
1-26032940-2,Episode #; Airdate; Movie Title and Year; Main Cast; Network TV Run Time
1-2610582-2,Branding; Callsign; Ch. #; Station Type; Power kW (ERP); Location (Transmitter Site)
1-26137666-3,Round; Circuit; Date; Pole Position; Fastest Lap; Winning driver; Winning team
1-26173063-2,×; Faisaly; Wehdat; Ramtha; Ahli; Jazeera; Hussein; Amman; Orthodoxy; Jeel; Ain Karem
1-2618142-1,No. in series; No. in season; Title; Directed by; Written by; Original air date
1-2618152-1,No. in series; No. in season; Title; Directed by; Written by; Original air date; Production code
1-261895-1,Institution; Location; Nickname; Founded; Type; Enrollment; Joined
1-261946-3,Institution; Location (all in Ohio); Nickname; Founded; Type; Enrollment; Joined; Left; Current Conference
1-261951-1,Municipality; No. of Barangays; Area (km²); Population (2010); Pop. density (per km²); Income Class (2004)
1-26202788-7,Outcome; No.; Date; Championship; Surface; Opponent in the final; Score in the final
1-26202847-6,Outcome; No.; Date; Championship; Surface; Opponent in the final; Score in the final
1-26250199-1,Episode; Theme; Song choice; Original artist; Order #; Result
1-26250227-1,Week #; Theme; Song choice; Original artist; Order #; Result
1-26301697-2,Represents; Contestant; Age; Height (cm); Height (ft); Hometown
1-26309085-1,Year; Championship; Surface; Partner; Opponents in final; Score in final
1-26334740-3,Round; Race; Circuit; Date; Pole Position; Fastest Lap; Winning driver; Winning team
1-26355116-1,School; Location; Founded; Affiliation; Enrollment; Nickname
1-26375386-23,Rank; Couple; Judges; Public; Total; Vote percentage; Result
1-26387382-1,Name; Turbines; Capacity (MW); Power (MW·hr/yr); Location (county); Year Operational; Status
1-26400041-2,Entered [A ]; Weeks in top 10; Single; Artist; Peak; Peak reached [A ]; Weeks at peak
1-26455614-1,Year; Winner; Runner-up; Result; Venues; Attendance; Entries
1-26460435-4,Monarch; Heir; Status; Relationship to Monarch; Became heir; reason; Ceased to be heir; reason; Next in succession
1-26519486-1,Member countries; Population; Area (km²); GDP (billion US$); GDP per capita (US$); Languages
1-26561506-1,No.; #; Title; Directed by; Written by; Patient Portrayer; Original air date; Production code
1-26561508-1,No.; #; Title; Directed by; Written by; Patient Portrayer; Original air date; Production code
1-26565936-2,No. in series; No. in season; Title; Directed by; Written by; Original air date; U.S. viewers (millions)
1-26591309-1,Episode; Title; Original Danish air date; Danish ratings (DR1); Original UK air date; UK ratings (BBC Four)
1-26591309-3,Episode; First broadcast Denmark ( DR1 ); Official TNS Gallup ratings; First broadcast UK ( BBC Four ); Official BARB ratings
1-2665085-1,Name; Park; Length (ft); Height (ft); Speed (mph); Opened; Status
1-26669939-1,Edition; Year; Host city; Host country; Date; No. of athletes; Nations
1-2668243-18,District; Incumbent; Party; First elected; Result; Candidates
1-2668243-19,District; Incumbent; Party; First elected; Result; Candidates
1-2668352-11,District; Incumbent; Party; First elected; Result; Candidates
1-2668367-21,District; Incumbent; Party; First elected; Result; Candidates
1-2668378-5,District; Incumbent; Party; First elected; Result; Candidates
1-2668416-7,District; Incumbent; Party; First elected; Result; Candidates
1-2668420-12,District; Incumbent; Party; First elected; Result; Candidates
1-2669287-1,Season; Episodes; Timeslot ( ET ); Season premiere; Season finale; TV season; Rank; Viewers (in millions)
1-2679061-2,Pick #; Player; Position; Nationality; NHL team; College/junior/club team
1-26826304-1,No. in series; No. in season; Title; Directed by; Written by; Original air date; Production code; U.S. viewers (millions)
1-26847237-2,Player; Position; Starting No.#; D.O.B; Club; Height; Weight; Games
1-26860595-2,Model; Launch; Model Number; Code name; Fab ( nm ); Bus interface; Memory ( MiB ); Core ( MHz ); Memory ( MHz ); Config core 1; Pixel ( GP /s); Texture ( GT /s); Bandwidth ( GB /s); Bus type 2; Bus width ( bit ); Processing Power GFLOPs; DirectX; OpenGL; TDP (Watts) GPU only
1-26903214-1,Position; Name; Rider; Age; Weight; Starting price; Distance; Prize money
1-26910311-8,Team; Contest and round; Opponent; 1st leg score*; 2nd leg score**; Aggregate score
1-26914076-2,No.; Title; Directed by; Story by; Teleplay by; Original air date; U.S. viewers (millions)
1-26919-7,English; Proto-Semitic; Akkadian; Arabic; Aramaic; Hebrew; Geez; Mehri
1-2696531-2,Rnd; Date; Race Name; Track; Location; Pole position; Fastest lap; Most Laps Led; Winner
1-26998693-1,Season; Series; Team; Races; Wins; Poles; F/Laps; Podiums; Points; Position
1-27091128-3,Team; Outgoing manager; Manner of departure; Date of vacancy; Replaced by; Date of appointment
1-27155243-3,Total #; Episode #; Title; Directed by; Written by; Original air date
1-27208814-1,"Episode No. Episode No. refers to the episodes number in the overall series, whereas Series No. refers to the episodes number in this particular series.; Series No.; Episode; Director; Writer; Original airdate"
1-27257896-2,Salary range; Indians; Pakistanis; Nepalese; Working force of HK
1-27268238-4,Player; Team; Matches; Runs; Average; Strike rate; Highest Score; 100s; 50s
1-27293285-6,Club; Played; Won; Drawn; Lost; Points for; Points against; Tries for; Points
1-27303975-2,Year; Title; Format; Studio; Release Date; Copyright Information; Catalog Number
1-27319183-5,Episode; Date; Official ITV1 rating (millions); Weekly rank; Share (%); Official ITV1 HD rating (millions); Total ITV1 viewers (millions)
1-27361255-1,Institution; Location; Founded; Affiliation; Enrollment; Team Nickname; Primary conference
1-273617-6,"Status; 2001 number (,000); 2001 %; 2011 number (,000); 2011 %"
1-27374740-1,No. in series; No. in season; Title; Directed by; Written by; Original air date; U.S. viewers (millions)
1-27423508-1,Year (Ceremony); English title; Spanish title; Director; Result
1-27441210-6,Artist; Country; Number-one single(s); Year; Weeks at #1; Straight to #1 ?
1-27495117-3,Team; Outgoing manager; Manner of departure; Date of vacancy; Replaced by; Date of appointment; Position in table
1-27501030-3,Game; October; Opponent; Score; Location (Attendance); Record; Points; Decision
1-27512025-1,Program; Exercise; Week; Muscles Worked; Type; Ab Ripper X; Length; Equipment
1-27537870-5,Game; December; Opponent; Score; Decision; Location/Attendance; Record
1-27539272-5,Game; November; Opponent; Score; Location/Attendance; Record; Points
1-27539535-4,Game; November; Opponent; Score; Location/Attendance; Record; Points
1-27547668-4,#; No.; Title; Directed by; Written by; Viewers; Original airdate; Prod. code
1-27552095-27,Date; Player; Injury; Date of injury; Number of matches (Total); Source
1-27599216-6,Institution; Team; City; Province; Founded; Affiliation; Enrollment; Endowment; Football stadium; Capacity
1-27615520-1,Product Name; Form Factor; Storage Medium; Max Usable Capacity (GB); Speed ( IOPS ); Latency (microseconds); Bandwidth (GB/s)
1-27698941-6,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-27700530-14,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-27704187-8,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-27704991-1,Warrior; Close ranged weapons; Mid ranged weapons; Long ranged weapons; Armor; Special weapon
1-27712702-8,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-27713583-11,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-27713583-6,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-27720737-1,Series #; Title; Directed by; Written by; Original air date; Production code; U.S. viewers (million)
1-27722408-2,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-27723228-3,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-27723526-12,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-27723526-13,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-27733258-2,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-27733909-7,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-27753492-2,Tour; Mens singles; Womens singles; Mens doubles; Womens doubles; Mixed doubles
1-27756314-11,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-27756314-8,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-27811555-1,No. in series; No. in season; Title; Directed by; Written by; Original air date; Prod. code; U.S. viewers (millions)
1-2781227-1,Pick; Player; Position; Nationality; NHL team; College/junior/club team
1-27823359-1,Series #; Season #; Title; Directed by; Written by; Original air date; U.S. viewers (millions)
1-27882867-9,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-27902171-7,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-27987623-4,Episode Number; Episode Name; Airdate; Viewers (millions); Rank(Timeslot); Rank 18–49 (Night)
1-27988382-1,No. in series; No. in season; Title; Directed by; Written by; Original air date; Production code
1-27998152-1,No.; Name; Place of Birth; Date of Birth; Previous Club; Date Joined; Fee; Contract Expiry
1-28026156-1,No.; #; Title; Directed by; Written by; U.S. viewers (million); Rank (week); Original air date
1-28081876-5,Series no.; Season no.; Title; Directed by; Written by; Original air date; Production code; U.S. viewers (millions)
1-28138035-15,Year Location; Mens Singles; Womens Singles; Mens Doubles; Womens Doubles
1-28138035-33,Year Location; Mens Singles; Womens Singles; Mens Doubles; Womens Doubles
1-28140141-1,Song title; Artist; Show; Difficulty; Effort; Year; Dancers
1-2818164-8,No. in series; No. in season; Title; Directed by; Written by; Original air date; Production code
1-28190534-1,No; Driver; Entrant; Constructor; Chassis; Engine
1-28195898-1,№; #; Title; Directed by; Written by; Original air date; Production code; U.S. viewers (millions)
1-28211103-1,Year; Round; Winner; Hawthorn score; St Kilda score; Attendance; Venue; Silk-Miller Medallist
1-28211674-3,Date/Location; Mens singles; Womens Singles; U21 Mens; U21 Womens; Mixed Restricted; Mixed Veteran
1-28286776-52,Player; Cap(s); Goal(s); International Debut; Club(s)
1-2840500-1,Pick; Player; Position; Nationality; NHL team; College/junior/club team
1-2840500-4,Pick; Player; Position; Nationality; NHL team; College/junior/club team
1-2840500-8,Pick; Player; Position; Nationality; NHL team; College/junior/club team
1-28418916-3,Year; FBS Opponent; Result; Opponents Conference; Opponents Head Coach; Coastal Carolina Head Coach
1-28498999-5,#; Player; Country; Score; To par; Winnings ($); After; Before
1-2850912-1,Pick #; Player; Position; Nationality; NHL team; College/junior/club team
1-2850912-12,Pick #; Player; Position; Nationality; NHL team; College/junior/club team
1-28540609-2,Player; Starts; Cuts made; Best finish; Money list rank; Earnings (€)
1-2856898-1,Period ended; Turnover (£m); Profit before tax (£m); Dividend per share (p); Adjusted earnings per share diluted (p)
1-28652521-1,For shank type; Singer part number; Uses templates?; Description; Storage case
1-28688313-1,#; Episode; Directed by; Written by; U.S. Viewers (in millions); Original airdate
1-28715942-2,Track no.; Track; Original Artist; Soloist(s); Vocal Percussionist(s); Arranger(s)
1-28715942-6,Track no.; Track; Original Artist; Soloist(s); Vocal Percussionist; Arranger(s)
1-28730873-2,Nationality; Celebrity; Occupation; Charity; Status
1-28760804-1,No. in series; Title; Directed by; Written by; Original air date; Production code; U.S. viewers (million)
1-28768469-9,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-28846752-12,Player; Matches; Innings; Runs; Average; Strike rate; Highest Score; 50s
1-28884858-1,Team; Stadium; Home Games; Average Attendance; Total Attendance; Capacity Percentage
1-28884858-2,Team; Stadium; Home Games; Average Attendance; Total Attendance; Capacity Percentage
1-28891101-3,LGA Name; Area (km 2 ); Census 2006 population; Administrative capital; Postal Code
1-2897457-2,Pick #; Player; Position; Nationality; NHL team; College/junior/club team
1-2897457-5,Pick #; Player; Position; Nationality; NHL team; College/junior/club team
1-29085880-1,No.; Title; Directed by; Written by; Original air date; Production code; U.S. viewers (million)
1-29102100-1,Series #; Season #; Title; Directed by; Written by; Original air date; Prod. code; U.S. viewers (millions)
1-29127804-3,Outcome; Date; Tournament; Location; Surface; Opponent in the final; Score in the final
1-29202276-2,Sl. No.; Train number; Train name; Origin; Destination; Time; Service; Route/Via.
1-29302711-12,Rk; Name; Country; Matches Played; Matches Won; Points; Prize Money (USD)
1-29414946-3,Team; Outgoing manager; Manner of departure; Date of vacancy; Position in table; Replaced by; Date of appointment
1-2941848-10,Year; Network; Play-by-play announcers; s Color commentator; Pregame hosts; Pregame analysts
1-29436059-1,No. in series; No. in season; Title; Directed by; Written by; Original air date; Production code
1-29483890-1,Player; Nationality; Position; Dynamo career; Appearances; Goals
1-2950964-1,#; Title; Author; Doctor; Featuring companion; Published; ISBN; Audiobook narrator
1-29527718-1,No. in series; No. in season; Title; Directed by; Written by; Original air date
1-29535057-4,Date; Time; ACC Team; Big Ten Team; Location; Television; Attendance; Winner; Challenge Leader
1-29556461-7,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-29612224-1,Institution; Location; Mascot; Colors; Affiliation; 9–12 enrollment; School website
1-29690363-3,Rd.; Race; Pole position; Fastest lap; Most laps led; Winning driver; Winning team
1-29743928-4,Name; Country; Years; Games; Minutes; Conceded; Shutouts; Int. caps
1-29756040-1,Week #; Theme; Song choice; Original artist; Order #; Result
1-29803475-3,No. in series; No. in season; Title; Directed by; Written by; Original air date; U.S. viewers (million)
1-29804176-23,Date; Episode; Official rating 4+; Share 4+; Official rating 16-39; Share 16-39
1-29836557-2,Pick #; MLS team; Player; Position; Affiliation
1-29997112-3,Flag Name; Transliteration; Meaning; Description; International Use
1-30007801-1,Rank; Country/Territory; Mister World; 1st runner-up; 2nd runner-up; 3rd runner-up; 4th runner-up; Semifinalists; Total
1-30012404-4,Series #; Title; Directed by; Written by; France air date; Canadian air date; US air date
1-30047613-13,Game; Date; Team; Score; High points; High rebounds; Location Attendance; Series; Streak
1-30058355-3,Rank; Rider; Sat 20 Aug; Mon 22 Aug; Tues 23 Aug; Wed 24 Aug; Thurs 25 Aug; Fri 26 Aug
1-30083499-1,Tournament; Player; Nationality; Team; Games played; Goals conceded; Coefficient
1-30087032-5,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Series
1-30120605-1,Townland; Area( acres ); Barony; Civil parish; Poor law union
1-30120664-1,Townland; Area( acres ); Barony; Civil parish; Poor law union
1-30121046-1,Townland; Area( acres ); Barony; Civil parish; Poor law union
1-30121082-1,Townland; Area( acres ); Barony; Civil parish; Poor law union
2-10017434-1,Date; Opponent; Venue; Result; Attendance
2-1006029-1,Rank; Nation; Gold; Silver; Bronze; Total
2-1006287-7,Tournament; Wins; Top-5; Top-10; Top-25; Events; Cuts made
2-10072577-2,Channel; Frequency; Power; Modulation; Erraor Protection mode; Guard; Data rate
2-1008145-13,Name; NT Career; Played; Drawn; Lost; Win %; Drawn %; Lost %
2-10084187-2,Conference; # of Bids; Record; Win %; Regional Finals
2-10098068-6,Rank; School; Appearances; Wins; Losses
2-10101173-2,Rider; Bike; Laps; Time; Grid
2-10102795-3,Year; Azerbaijan; Armenia; Belarus; Georgia; Kazakhstan; Kyrghizstan; Latvia; Lithuania; Moldova; Russia; Tajikistan; Turkmenikstan; Uzbekistan; Ukraine; Estonia
2-1010430-2,Rank; Nation; Gold; Silver; Bronze; Total
2-1014145-5,Pick #; MLS team; Player; Position; Affiliation
2-10153810-7,Player; W-L (Total); W-L (Singles); W-L (Doubles); Ties; Debut; Years Played
2-10166535-9,Engine; Horsepower; Torque; Carburetor; Compression Ratio; Bore & Stroke; VIN Code
2-102100-5,Year; Tournaments played; Cuts made*; Wins; Top 10s; Best finish; Earnings ( $ ); Scoring average
2-10219395-1,Year; Winner; Jockey; Trainer; Time; Grade
2-10231753-1,Year; Recipient; Role; Play; Production
2-10240125-2,Division; League Apps; League Goals; FA Cup Apps; FA Cup Goals; Total Apps; Total Goals
2-10257-4,Year; Competition; Opponent; Score; Venue
2-10259574-2,Year; English title; Original title; Country; Director
2-1027881-1,Region; 2004; 2005; 2006; 2007; 2009; 2010; 2011
2-10285177-8,Model; Build year; Top speed (In operation) (km/h); Power output (kW); Builder (Family); Total production
2-10292065-2,Name; Circuit; Date; Winning driver; Winning constructor; Report
2-10298595-1,Year; Tournament; Venue; Result; Extra
2-10301911-6,Place; Rider; Country; Machine; Speed; Time; Points
2-10319633-1,Class; Date; Race; Driver; Position; Team
2-10321124-1,↓ Function / Genus →; Shigella; Salmonella; Yersinia; Escherichia
2-10345068-1,Latin Letter; Code Abbr.; Local letter; Code Name; Official Name; Capital
2-10351118-1,Rank; Nation; Gold; Silver; Bronze; Total
2-1035225-1,Aircraft; Origin; Type; Versions; In service
2-1035235-5,Player; Home runs; Season total; Year; Team
2-10353104-1,Date; Track; Event Name; Pole Winner; Race Winner
2-1035432-1,Year; League; Reg. Season; Playoffs; Open Cup
2-10360849-2,Week; Date; Opponent; Result; Venue; Attendance; Record
2-10361946-2,Week; Date; Opponent; Result; Attendance
2-10362201-2,Week; Date; Opponent; Result; TV Time; Attendance
2-10518887-1,Club; Total points; Bonus points; Match points; Games; Drawn; Lost; Points for; Points against; Diff
2-10526612-1,Year; Driver; Nation of citizenship; Racing series; Type of vehicle
2-1053132-1,Year; Race name; Rider status; Winner; Team/Country
2-10535354-3,Rank by average; Place; Couple; Total; Number of dances; Average
2-10538989-2,Region; Date; Label; Format; Catalog
2-10541352-1,Year; Player; Nation of citizenship; Team represented; Position primarily played
2-10560886-20,Player; Nationality; Position; From; School/Country
2-10560886-9,Player; Nationality; Position; From; School/Country
2-1056106-2,Year; League; Reg. Season; Finish; Owner(s); Attendance Average; Slogan
2-1057369-3,Date; Venue; Score; Result; Competition
2-1057617-3,Name; Case type; Bullet diameter; Neck diameter; Base diameter; Rim diameter; Case length; Cartridge length
2-10577-3,Party; Seats; Net gain/loss; % of seats; % of votes
2-10581768-2,Institution; Nickname; Location; Founded; Type; Enrollment
2-10586064-2,County; Precincts; Lunsford; % Lunsford; McConnell; % McConnell; Total
2-10600299-2,Driver; Team; Laps; Time/Retired; Grid; Points
2-10607482-1,Driver; Car #; Make; Points; Laps; Winnings
2-1060790-3,Tournament; 1940; 1941; 1942; 1943; 1944; 1945; 1946 1; 1947 1; 1948; 1949; 1950; 1951; 1952; 1953; 1954; Career SR
2-10637415-4,Club; Played; Lost; Drawn; Against; Diff.; Points
2-10638654-10,Rank; Rider; Team; Speed; Time
2-10638654-2,Place; Rider; Country; Machine; Speed; Time; Points
2-10638654-5,Place; Rider; Country; Machine; Speed; Time; Points
2-10638654-9,Rank; Rider; Team; Speed; Time
2-10640687-11,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-10640687-17,Home team; Home team score; Away team; Away team score; Venue; Crowd; Date
2-1064198-2,Rank; County; Population (1960); Population (2000); Population (2040)
